Width: 800
Height: 600
Format: Y16 (16-bit depth values in millimeters)

Depth Data (millimeters):
Format: row,column,depth_value
0,449,1656
0,450,1657
0,451,1656
0,452,1655
0,453,1655
0,454,1654
0,455,1654
0,456,1654
0,457,1655
0,458,1655
0,460,1657
0,461,1657
0,462,1657
0,463,1657
0,464,1657
0,465,1657
0,466,1657
0,467,1657
0,468,1657
0,469,1657
0,470,1657
0,471,1657
0,472,1657
0,473,1656
0,474,1658
0,475,1658
0,476,1658
0,477,1659
0,478,1658
0,479,1657
0,480,1657
0,481,1656
0,482,1655
0,483,1657
0,484,1657
0,485,1657
0,486,1657
0,487,1656
0,488,1655
0,489,1653
0,490,1653
0,491,1653
0,492,1654
0,493,1656
0,494,1656
0,495,1655
0,496,1655
0,497,1654
0,498,1655
0,499,1655
0,500,1655
0,501,1654
0,502,1654
0,503,1653
0,504,1654
0,505,1653
0,506,1654
0,507,1654
0,508,1655
0,509,1657
0,510,1659
0,511,1661
0,512,1663
0,513,1668
0,514,1673
0,515,1675
0,516,1675
0,517,1677
0,518,1679
0,519,1680
0,520,1680
0,521,1681
0,522,1681
0,523,1682
0,524,1679
0,525,1678
0,526,1677
0,527,1675
0,528,1675
0,529,1674
0,530,1672
0,531,1670
0,532,1668
0,533,1670
0,534,1670
0,535,1670
0,536,1673
0,537,1673
0,538,1675
0,539,1677
0,540,1678
0,541,1679
0,542,1679
0,543,1680
0,544,1681
0,545,1681
0,546,1680
0,547,1680
0,548,1679
0,552,1674
0,553,1672
0,554,1670
0,555,1670
0,556,1670
0,557,1670
0,558,1670
0,559,1670
0,560,1670
0,561,1670
0,562,1670
0,563,1669
0,564,1669
0,565,1670
0,566,1670
0,567,1671
0,568,1672
0,569,1672
0,570,1672
0,571,1671
0,572,1670
0,573,1670
0,574,1670
0,575,1672
0,576,1673
0,577,1672
0,578,1670
0,579,1670
0,580,1669
0,581,1671
0,582,1671
0,583,1671
0,584,1670
0,585,1670
0,586,1671
0,587,1670
0,588,1670
0,589,1671
0,590,1672
0,591,1672
0,592,1674
0,593,1672
0,594,1672
0,595,1674
0,596,1675
0,597,1675
0,598,1675
0,599,1675
0,600,1673
0,601,1672
0,602,1672
0,603,1670
0,604,1669
0,605,1669
0,606,1668
0,607,1667
0,608,1667
0,609,1666
0,610,1663
0,611,1663
0,612,1663
0,613,1663
0,614,1664
0,615,1664
0,616,1662
0,617,1662
0,618,1663
0,619,1663
0,620,1664
0,621,1664
0,622,1665
0,623,1664
0,624,1665
0,625,1665
0,629,1665
0,630,1665
0,631,1666
0,632,1668
0,633,1668
0,634,1667
0,635,1667
0,636,1668
0,637,1668
0,638,1668
0,639,1669
0,640,1669
0,641,1670
0,642,1671
0,643,1671
0,644,1670
0,645,1670
0,646,1669
0,647,1670
0,648,1670
0,656,1673
0,657,1670
0,658,1669
0,659,1669
0,661,1670
0,662,1671
0,663,1671
0,664,1672
0,665,1672
0,666,1672
0,667,1670
0,668,1668
0,669,1668
0,670,1669
0,671,1670
0,672,1670
0,673,1671
0,674,1671
0,675,1670
0,676,1670
0,677,1669
0,678,1669
0,679,1668
0,680,1668
0,681,1668
0,682,1670
0,683,1671
0,684,1673
0,685,1673
0,692,1687
0,693,1687
0,694,1685
0,695,1687
0,696,1688
0,697,1690
0,698,1691
0,699,1693
0,700,1692
0,701,1689
0,702,1686
0,703,1687
0,704,1686
0,705,1686
0,706,1688
0,707,1689
0,708,1687
0,709,1684
0,710,1684
0,711,1684
0,712,1685
0,713,1687
0,714,1686
0,715,1686
0,716,1688
0,717,1690
0,718,1690
0,719,1689
0,720,1692
0,721,1694
0,722,1692
0,723,1695
0,724,1697
0,725,1697
0,726,1697
0,727,1699
0,728,1698
0,729,1697
0,730,1697
0,731,1697
0,732,1697
0,733,1693
0,734,1691
0,735,1688
0,738,1687
0,739,1686
0,744,1687
0,745,1690
0,746,1693
0,747,1695
0,748,1695
0,749,1694
0,750,1697
0,754,1701
0,755,1702
0,759,1699
0,760,1695
0,761,1698
1,6,1622
1,7,1625
1,8,1626
1,9,1629
1,10,1629
1,11,1629
1,12,1629
1,13,1630
1,14,1630
1,15,1627
1,17,1623
1,18,1625
1,19,1625
1,20,1625
1,21,1627
1,22,1628
1,23,1630
1,24,1632
1,25,1633
1,26,1635
1,27,1636
1,28,1636
1,29,1638
1,30,1639
1,31,1639
1,32,1639
1,33,1637
1,34,1636
1,35,1636
1,36,1631
1,37,1629
1,38,1628
1,39,1628
1,41,1625
1,42,1626
1,43,1627
1,44,1627
1,45,1627
1,46,1627
1,47,1627
1,48,1630
1,49,1631
1,50,1632
1,51,1633
1,52,1635
1,53,1636
1,54,1638
1,55,1639
1,56,1639
1,57,1637
1,58,1635
1,59,1635
1,60,1636
1,61,1635
1,62,1632
1,63,1632
1,64,1629
1,65,1629
1,66,1629
1,70,1623
1,71,1625
1,72,1627
1,73,1628
1,74,1630
1,75,1631
1,78,1631
1,79,1632
1,80,1631
1,81,1632
1,82,1633
1,83,1632
1,84,1632
1,85,1632
1,86,1631
1,87,1631
1,88,1630
1,89,1631
1,90,1631
1,91,1632
1,92,1630
1,93,1630
1,94,1628
1,95,1629
1,96,1630
1,97,1630
1,98,1629
1,99,1630
1,100,1630
1,101,1632
1,102,1634
1,103,1633
1,104,1634
1,105,1633
1,106,1634
1,107,1634
1,108,1633
1,109,1632
1,110,1633
1,111,1632
1,112,1632
1,113,1632
1,114,1630
1,115,1630
1,116,1630
1,117,1632
1,118,1631
1,119,1630
1,120,1631
1,121,1632
1,122,1634
1,123,1632
1,124,1632
1,125,1632
1,126,1632
1,127,1632
1,128,1634
1,129,1632
1,130,1634
1,131,1635
1,132,1633
1,133,1631
1,134,1631
1,135,1632
1,136,1633
1,137,1633
1,138,1636
1,139,1636
1,140,1634
1,141,1635
1,142,1634
1,143,1634
1,144,1634
1,145,1635
1,146,1634
1,147,1633
1,148,1633
1,149,1633
1,150,1631
1,151,1629
1,152,1630
1,153,1629
1,154,1629
1,155,1629
1,156,1628
1,157,1629
1,158,1629
1,159,1629
1,160,1628
1,161,1629
1,162,1631
1,163,1632
1,164,1633
1,165,1633
1,166,1635
1,167,1638
1,168,1643
1,169,1645
1,170,1647
1,171,1649
1,172,1649
1,173,1651
1,174,1652
1,175,1652
1,176,1653
1,177,1653
1,178,1654
1,179,1654
1,180,1654
1,181,1654
1,182,1654
1,183,1653
1,184,1652
1,185,1654
1,186,1655
1,187,1657
1,188,1658
1,189,1660
1,190,1659
1,191,1657
1,192,1658
1,193,1657
1,194,1659
1,195,1659
1,196,1661
1,197,1664
1,198,1663
1,199,1663
1,200,1663
1,201,1663
1,202,1663
1,203,1662
1,204,1663
1,205,1663
1,206,1663
1,207,1663
1,208,1662
1,209,1663
1,210,1659
1,211,1660
1,212,1661
1,213,1659
1,214,1658
1,215,1659
1,216,1659
1,217,1658
1,218,1658
1,219,1657
1,220,1656
1,221,1655
1,222,1656
1,223,1657
1,224,1655
1,225,1655
1,226,1654
1,227,1653
1,228,1654
1,229,1655
1,230,1654
1,231,1654
1,232,1654
1,233,1653
1,234,1653
1,235,1653
1,236,1654
1,237,1654
1,238,1654
1,239,1654
1,240,1652
1,241,1650
1,242,1651
1,243,1651
1,244,1652
1,245,1652
1,246,1651
1,247,1649
1,248,1649
1,249,1649
1,250,1648
1,251,1647
1,252,1649
1,253,1649
1,254,1649
1,255,1647
1,256,1648
1,257,1646
1,258,1646
1,259,1648
1,260,1647
1,261,1647
1,262,1647
1,263,1647
1,264,1646
1,265,1646
1,266,1645
1,267,1645
1,268,1645
1,269,1645
1,270,1647
1,271,1647
1,272,1646
1,273,1647
1,274,1646
1,275,1647
1,276,1648
1,277,1648
1,278,1648
1,279,1648
1,280,1649
1,281,1649
1,282,1648
1,283,1647
1,284,1647
1,285,1648
1,286,1648
1,287,1649
1,288,1648
1,289,1648
1,290,1648
1,291,1648
1,292,1647
1,293,1647
1,294,1648
1,295,1649
1,296,1650
1,297,1650
1,298,1651
1,299,1650
1,300,1651
1,301,1652
1,302,1651
1,303,1650
1,304,1649
1,305,1649
1,306,1650
1,307,1651
1,308,1651
1,309,1650
1,310,1648
1,311,1648
1,312,1648
1,313,1647
1,314,1647
1,315,1648
1,316,1649
1,317,1649
1,318,1648
1,319,1647
1,320,1648
1,321,1647
1,322,1647
1,323,1648
1,324,1647
1,325,1647
1,326,1647
1,327,1646
1,328,1647
1,329,1648
1,330,1648
1,331,1647
1,332,1647
1,333,1645
1,334,1646
1,335,1646
1,336,1646
1,337,1646
1,338,1645
1,339,1647
1,340,1647
1,341,1645
1,342,1646
1,343,1649
1,344,1650
1,345,1651
1,346,1654
1,347,1656
1,348,1659
1,349,1661
1,350,1663
1,351,1664
1,352,1665
1,353,1666
1,354,1666
1,355,1666
1,356,1664
1,357,1663
1,358,1663
1,359,1663
1,360,1662
1,361,1661
1,362,1661
1,363,1660
1,364,1661
1,365,1661
1,366,1660
1,367,1660
1,368,1661
1,369,1660
1,370,1660
1,371,1659
1,372,1659
1,373,1661
1,374,1662
1,375,1663
1,376,1662
1,377,1661
1,378,1661
1,379,1661
1,380,1661
1,381,1661
1,382,1662
1,383,1662
1,384,1662
1,385,1662
1,386,1661
1,387,1660
1,388,1659
1,389,1658
1,390,1659
1,391,1659
1,392,1660
1,393,1660
1,394,1659
1,395,1658
1,396,1658
1,397,1659
1,398,1659
1,399,1660
1,400,1660
1,401,1661
1,402,1660
1,403,1661
1,404,1661
1,405,1660
1,406,1659
1,407,1659
1,408,1659
1,409,1659
1,410,1659
1,411,1659
1,412,1658
1,413,1658
1,414,1658
1,415,1657
1,416,1656
1,417,1655
1,418,1655
1,419,1656
1,420,1658
1,421,1658
1,422,1658
1,423,1656
1,424,1657
1,425,1657
1,426,1655
1,427,1656
1,428,1657
1,429,1656
1,430,1656
1,431,1656
1,432,1656
1,433,1656
1,434,1655
1,435,1655
1,436,1655
1,437,1655
1,438,1655
1,439,1656
1,440,1656
1,441,1656
1,442,1656
1,443,1657
1,444,1656
1,445,1657
1,446,1657
1,447,1656
1,448,1657
1,449,1657
1,450,1657
1,451,1657
1,452,1656
1,453,1656
1,454,1655
1,455,1654
1,456,1654
1,457,1655
1,458,1655
1,459,1655
1,460,1657
1,461,1656
1,462,1656
1,463,1657
1,464,1657
1,465,1657
1,466,1657
1,467,1657
1,468,1657
1,469,1657
1,470,1657
1,471,1658
1,472,1657
1,473,1657
1,474,1657
1,475,1658
1,476,1657
1,477,1658
1,478,1658
1,479,1657
1,480,1657
1,481,1655
1,482,1655
1,483,1657
1,484,1657
1,485,1657
1,486,1657
1,487,1656
1,488,1655
1,489,1655
1,490,1654
1,491,1654
1,492,1655
1,493,1656
1,494,1657
1,495,1656
1,496,1655
1,497,1655
1,498,1656
1,499,1656
1,500,1655
1,501,1654
1,502,1654
1,503,1654
1,504,1654
1,505,1653
1,506,1654
1,507,1654
1,508,1655
1,509,1657
1,510,1659
1,511,1661
1,512,1663
1,513,1668
1,514,1673
1,515,1674
1,516,1675
1,517,1677
1,518,1678
1,519,1679
1,520,1679
1,521,1680
1,522,1681
1,523,1681
1,524,1680
1,525,1677
1,526,1676
1,527,1675
1,528,1675
1,529,1674
1,530,1673
1,531,1670
1,532,1669
1,533,1670
1,534,1671
1,535,1670
1,536,1673
1,537,1673
1,538,1675
1,539,1677
1,540,1678
1,541,1678
1,542,1678
1,543,1679
1,544,1680
1,545,1679
1,546,1679
1,547,1678
1,548,1678
1,549,1678
1,550,1676
1,551,1676
1,552,1674
1,553,1671
1,554,1670
1,555,1670
1,556,1670
1,557,1670
1,558,1670
1,559,1671
1,560,1670
1,561,1670
1,562,1670
1,563,1669
1,564,1669
1,565,1671
1,566,1671
1,567,1672
1,568,1672
1,569,1672
1,570,1672
1,571,1672
1,572,1671
1,573,1671
1,574,1672
1,575,1673
1,576,1673
1,577,1673
1,578,1672
1,579,1671
1,580,1670
1,581,1672
1,582,1672
1,583,1671
1,584,1670
1,585,1670
1,586,1671
1,587,1670
1,588,1671
1,589,1671
1,590,1672
1,591,1672
1,592,1673
1,593,1672
1,594,1672
1,595,1674
1,596,1675
1,597,1675
1,598,1675
1,599,1675
1,600,1674
1,601,1673
1,602,1672
1,603,1670
1,604,1669
1,605,1670
1,606,1669
1,607,1667
1,608,1667
1,609,1667
1,610,1663
1,611,1664
1,612,1664
1,613,1665
1,614,1665
1,615,1666
1,616,1665
1,617,1664
1,618,1665
1,619,1666
1,620,1666
1,621,1666
1,622,1667
1,623,1666
1,624,1667
1,625,1667
1,626,1668
1,627,1666
1,628,1666
1,629,1666
1,630,1666
1,631,1668
1,632,1668
1,633,1668
1,634,1668
1,635,1667
1,636,1668
1,637,1668
1,638,1668
1,639,1669
1,640,1668
1,641,1669
1,642,1670
1,643,1670
1,644,1670
1,645,1669
1,646,1668
1,647,1669
1,648,1669
1,649,1668
1,650,1669
1,651,1668
1,652,1668
1,653,1668
1,654,1669
1,655,1671
1,656,1672
1,657,1670
1,658,1669
1,659,1668
1,660,1668
1,661,1670
1,662,1670
1,663,1671
1,664,1673
1,665,1673
1,666,1672
1,667,1670
1,668,1668
1,669,1668
1,670,1668
1,671,1669
1,672,1670
1,673,1671
1,674,1671
1,675,1669
1,676,1670
1,677,1668
1,678,1668
1,679,1668
1,680,1668
1,681,1667
1,682,1669
1,683,1671
1,684,1672
1,685,1673
1,686,1674
1,687,1676
1,688,1676
1,689,1677
1,690,1679
1,691,1683
1,692,1687
1,693,1686
1,694,1685
1,695,1687
1,696,1688
1,697,1690
1,698,1691
1,699,1693
1,700,1692
1,701,1689
1,702,1686
1,703,1686
1,704,1686
1,705,1686
1,706,1688
1,707,1690
1,708,1688
1,709,1686
1,710,1685
1,711,1686
1,712,1686
1,713,1687
1,714,1687
1,715,1687
1,716,1688
1,717,1691
1,718,1690
1,719,1690
1,720,1693
1,721,1696
1,722,1695
1,723,1697
1,724,1699
1,725,1699
1,726,1698
1,727,1700
1,728,1700
1,729,1698
1,730,1697
1,731,1697
1,732,1698
1,733,1693
1,734,1692
1,735,1690
1,736,1689
1,737,1689
1,738,1688
1,739,1687
1,740,1686
1,741,1684
1,742,1688
1,743,1685
1,744,1687
1,745,1690
1,746,1692
1,747,1694
1,748,1694
1,749,1693
1,750,1697
1,751,1701
1,752,1701
1,753,1703
1,754,1701
1,755,1701
1,756,1700
1,757,1700
1,758,1698
1,759,1699
1,760,1697
1,761,1700
1,762,1700
1,763,1697
1,764,1697
1,765,1697
1,766,1696
1,767,1697
1,768,1699
1,769,1698
1,770,1700
1,771,1701
1,772,1701
1,773,1704
1,774,1699
1,775,1697
1,776,1697
1,777,1694
1,778,1694
1,779,1693
1,780,1692
1,781,1692
1,782,1692
1,783,1691
1,784,1688
1,785,1686
1,786,1688
1,787,1688
1,788,1688
1,789,1688
1,790,1689
1,791,1687
1,792,1685
1,793,1683
1,794,1682
2,4,1622
2,5,1624
2,6,1624
2,7,1626
2,8,1627
2,9,1629
2,10,1629
2,11,1629
2,12,1629
2,13,1630
2,14,1630
2,15,1628
2,16,1626
2,17,1625
2,18,1625
2,19,1625
2,20,1626
2,21,1627
2,22,1629
2,23,1631
2,24,1632
2,25,1633
2,26,1634
2,27,1634
2,28,1634
2,29,1636
2,30,1638
2,31,1637
2,32,1638
2,33,1636
2,34,1635
2,35,1636
2,36,1632
2,37,1629
2,38,1629
2,39,1629
2,40,1628
2,41,1627
2,42,1627
2,43,1628
2,44,1629
2,45,1629
2,46,1629
2,47,1629
2,48,1631
2,49,1632
2,50,1632
2,51,1634
2,52,1636
2,53,1636
2,54,1639
2,55,1639
2,56,1638
2,57,1636
2,58,1635
2,59,1635
2,60,1634
2,61,1634
2,62,1632
2,63,1632
2,64,1630
2,65,1629
2,66,1628
2,67,1626
2,68,1624
2,69,1622
2,70,1624
2,71,1626
2,72,1628
2,73,1629
2,74,1631
2,75,1632
2,76,1631
2,77,1630
2,78,1631
2,79,1632
2,80,1632
2,81,1633
2,82,1634
2,83,1632
2,84,1633
2,85,1633
2,86,1632
2,87,1632
2,88,1631
2,89,1631
2,90,1631
2,91,1631
2,92,1630
2,93,1630
2,94,1628
2,95,1629
2,96,1630
2,97,1629
2,98,1629
2,99,1630
2,100,1630
2,101,1632
2,102,1633
2,103,1633
2,104,1634
2,105,1632
2,106,1634
2,107,1634
2,108,1633
2,109,1632
2,110,1633
2,111,1632
2,112,1632
2,113,1632
2,114,1632
2,115,1631
2,116,1631
2,117,1632
2,118,1632
2,119,1631
2,120,1632
2,121,1632
2,122,1634
2,123,1632
2,124,1633
2,125,1632
2,126,1632
2,127,1633
2,128,1634
2,129,1633
2,130,1634
2,131,1635
2,132,1633
2,133,1632
2,134,1632
2,135,1632
2,136,1632
2,137,1633
2,138,1635
2,139,1635
2,140,1633
2,141,1634
2,142,1634
2,143,1634
2,144,1634
2,145,1635
2,146,1634
2,147,1633
2,148,1634
2,149,1634
2,150,1631
2,151,1630
2,152,1630
2,153,1629
2,154,1629
2,155,1628
2,156,1628
2,157,1629
2,158,1629
2,159,1629
2,160,1629
2,161,1629
2,162,1631
2,163,1632
2,164,1632
2,165,1633
2,166,1634
2,167,1637
2,168,1641
2,169,1645
2,170,1645
2,171,1648
2,172,1648
2,173,1650
2,174,1651
2,175,1652
2,176,1653
2,177,1653
2,178,1654
2,179,1654
2,180,1653
2,181,1654
2,182,1653
2,183,1654
2,184,1652
2,185,1654
2,186,1655
2,187,1657
2,188,1659
2,189,1659
2,190,1659
2,191,1657
2,192,1658
2,193,1657
2,194,1659
2,195,1660
2,196,1661
2,197,1663
2,198,1664
2,199,1663
2,200,1663
2,201,1663
2,202,1662
2,203,1662
2,204,1663
2,205,1662
2,206,1662
2,207,1662
2,208,1661
2,209,1662
2,210,1659
2,211,1660
2,212,1659
2,213,1657
2,214,1657
2,215,1658
2,216,1658
2,217,1659
2,218,1658
2,219,1657
2,220,1655
2,221,1655
2,222,1656
2,223,1657
2,224,1655
2,225,1655
2,226,1655
2,227,1653
2,228,1654
2,229,1655
2,230,1654
2,231,1654
2,232,1655
2,233,1654
2,234,1654
2,235,1653
2,236,1654
2,237,1654
2,238,1654
2,239,1653
2,240,1651
2,241,1650
2,242,1650
2,243,1650
2,244,1651
2,245,1651
2,246,1649
2,247,1649
2,248,1649
2,249,1648
2,250,1649
2,251,1648
2,252,1649
2,253,1649
2,254,1649
2,255,1647
2,256,1648
2,257,1647
2,258,1647
2,259,1648
2,260,1647
2,261,1647
2,262,1647
2,263,1646
2,264,1646
2,265,1646
2,266,1645
2,267,1645
2,268,1645
2,269,1645
2,270,1647
2,271,1647
2,272,1646
2,273,1647
2,274,1646
2,275,1647
2,276,1649
2,277,1648
2,278,1648
2,279,1648
2,280,1649
2,281,1649
2,282,1648
2,283,1648
2,284,1647
2,285,1648
2,286,1648
2,287,1649
2,288,1648
2,289,1648
2,290,1649
2,291,1649
2,292,1648
2,293,1647
2,294,1648
2,295,1648
2,296,1650
2,297,1650
2,298,1651
2,299,1651
2,300,1651
2,301,1652
2,302,1651
2,303,1650
2,304,1649
2,305,1650
2,306,1650
2,307,1651
2,308,1650
2,309,1649
2,310,1647
2,311,1648
2,312,1647
2,313,1647
2,314,1647
2,315,1648
2,316,1649
2,317,1648
2,318,1648
2,319,1647
2,320,1648
2,321,1648
2,322,1648
2,323,1649
2,324,1647
2,325,1648
2,326,1647
2,327,1647
2,328,1647
2,329,1648
2,330,1647
2,331,1647
2,332,1647
2,333,1646
2,334,1646
2,335,1645
2,336,1646
2,337,1646
2,338,1645
2,339,1647
2,340,1647
2,341,1645
2,342,1646
2,343,1649
2,344,1651
2,345,1652
2,346,1655
2,347,1657
2,348,1659
2,349,1661
2,350,1663
2,351,1663
2,352,1664
2,353,1664
2,354,1665
2,355,1664
2,356,1663
2,357,1661
2,358,1662
2,359,1661
2,360,1662
2,361,1661
2,362,1661
2,363,1659
2,364,1661
2,365,1661
2,366,1660
2,367,1660
2,368,1660
2,369,1661
2,370,1660
2,371,1659
2,372,1659
2,373,1661
2,374,1662
2,375,1663
2,376,1662
2,377,1662
2,378,1661
2,379,1661
2,380,1661
2,381,1661
2,382,1662
2,383,1662
2,384,1661
2,385,1661
2,386,1661
2,387,1660
2,388,1659
2,389,1659
2,390,1659
2,391,1659
2,392,1661
2,393,1661
2,394,1659
2,395,1658
2,396,1659
2,397,1659
2,398,1659
2,399,1661
2,400,1661
2,401,1661
2,402,1661
2,403,1661
2,404,1661
2,405,1661
2,406,1660
2,407,1659
2,408,1659
2,409,1659
2,410,1660
2,411,1659
2,412,1659
2,413,1659
2,414,1659
2,415,1659
2,416,1657
2,417,1656
2,418,1656
2,419,1657
2,420,1657
2,421,1658
2,422,1657
2,423,1656
2,424,1656
2,425,1656
2,426,1655
2,427,1655
2,428,1656
2,429,1656
2,430,1656
2,431,1657
2,432,1657
2,433,1656
2,434,1655
2,435,1656
2,436,1655
2,437,1655
2,438,1655
2,439,1655
2,440,1655
2,441,1655
2,442,1655
2,443,1656
2,444,1655
2,445,1657
2,446,1656
2,447,1655
2,448,1656
2,449,1657
2,450,1657
2,451,1656
2,452,1655
2,453,1655
2,454,1655
2,455,1654
2,456,1654
2,457,1654
2,458,1654
2,459,1654
2,460,1655
2,461,1655
2,462,1655
2,463,1656
2,464,1656
2,465,1656
2,466,1657
2,467,1657
2,468,1657
2,469,1657
2,470,1657
2,471,1657
2,472,1656
2,473,1656
2,474,1657
2,475,1657
2,476,1657
2,477,1657
2,478,1657
2,479,1656
2,480,1656
2,481,1655
2,482,1654
2,483,1656
2,484,1656
2,485,1656
2,486,1657
2,487,1655
2,488,1655
2,489,1655
2,490,1654
2,491,1655
2,492,1655
2,493,1656
2,494,1657
2,495,1657
2,496,1656
2,497,1656
2,498,1657
2,499,1657
2,500,1657
2,501,1655
2,502,1655
2,503,1655
2,504,1655
2,505,1654
2,506,1655
2,507,1655
2,508,1656
2,509,1659
2,510,1660
2,511,1662
2,512,1665
2,513,1668
2,514,1672
2,515,1674
2,516,1675
2,517,1676
2,518,1677
2,519,1678
2,520,1679
2,521,1679
2,522,1680
2,523,1680
2,524,1679
2,525,1677
2,526,1676
2,527,1675
2,528,1675
2,529,1674
2,530,1673
2,531,1671
2,532,1670
2,533,1671
2,534,1671
2,535,1671
2,536,1672
2,537,1673
2,538,1675
2,539,1676
2,540,1677
2,541,1677
2,542,1677
2,543,1678
2,544,1679
2,545,1678
2,546,1678
2,547,1677
2,548,1677
2,549,1677
2,550,1675
2,551,1675
2,552,1673
2,553,1670
2,554,1670
2,555,1670
2,556,1670
2,557,1670
2,558,1671
2,559,1671
2,560,1671
2,561,1671
2,562,1670
2,563,1670
2,564,1670
2,565,1672
2,566,1672
2,567,1672
2,568,1673
2,569,1673
2,570,1673
2,571,1672
2,572,1671
2,573,1670
2,574,1672
2,575,1672
2,576,1673
2,577,1673
2,578,1671
2,579,1671
2,580,1670
2,581,1672
2,582,1672
2,583,1671
2,584,1670
2,585,1671
2,586,1671
2,587,1670
2,588,1671
2,589,1671
2,590,1672
2,591,1673
2,592,1673
2,593,1672
2,594,1672
2,595,1674
2,596,1675
2,597,1675
2,598,1675
2,599,1676
2,600,1675
2,601,1674
2,602,1672
2,603,1670
2,604,1670
2,605,1670
2,606,1669
2,607,1667
2,608,1667
2,609,1667
2,610,1663
2,611,1665
2,612,1664
2,613,1665
2,614,1666
2,615,1668
2,616,1666
2,617,1666
2,618,1667
2,619,1667
2,620,1668
2,621,1668
2,622,1668
2,623,1668
2,624,1668
2,625,1668
2,626,1668
2,627,1666
2,628,1667
2,629,1667
2,630,1667
2,631,1667
2,632,1668
2,633,1668
2,634,1667
2,635,1667
2,636,1667
2,637,1668
2,638,1668
2,639,1669
2,640,1668
2,641,1669
2,642,1670
2,643,1670
2,644,1670
2,645,1670
2,646,1669
2,647,1670
2,648,1670
2,649,1669
2,650,1669
2,651,1669
2,652,1669
2,653,1669
2,654,1668
